airline_sentiment,text
positive,"@united as u might imagine, this former pilot was particularly touched by the gesture. Please let the FO know #keepingtraditionsalive"
positive,@united just sent - thank you!
positive,@united good fly!! #United #businessFirst
positive,0
positive,0
positive,@united enjoyed #heathrow lounge so much i almost missed my @airnzusa flight!
positive,"@united Hi, flight 1051. If I try and book a new one way,  flight departure shows up as 3:55pm which seems accurate."
positive,@united Please send me the link/email to formally compliment Irene in SLC on some of the best customer service ever. #PaxEx
positive,@united thnx ^LO :-)
positive,@united in spite of flight delay great customer service provided by Janet and baggage employee Karen. You have 2 wonderful employees United.
positive,@united always makes our cross country flights rad. @hemispheresmag here's baby flier Charlotte! #8thtime5MonthsOld http://t.co/kCqnwIXUCm
positive,@united #FirstClass to #London on my way to #LondonFashionWeek #LFW15 👠🇬🇧👠🇬🇧👠🇬🇧
positive,@united -huge kudos to the FO of Sunday's flt #1623 sjo-iad. Handed my daughter her first pair of wings! Keeping traditions alive.
positive,@united awesome new plane flight 1701
positive,"@united flt 912. Capt Herman is amazing! Came out before flight to play ""ask the captain anything."" Wonderful ambassador to the airline!!"
positive,@united  Thank you for a wonderful global first class flight on your 777 to FRA. Great service. (cont) http://t.co/46n9kDcsxU
positive,"Thank you United! “@united: @dan_roam That's a beautiful place to stay a day longer. Have you been re-booked? If not, let me know. ^MN”"
positive,0
positive,"@united Thanks Yup I'm all set.  It happens.   SLC ground staff were prompt,  helpful and courteous."
positive,0
positive,@united maybe on my return trip 👍
positive,"@united i got it at the gate, thanks for checking!"
positive,@united I especially like how you upgraded three of your crew members to first class instead of passengers. #keepitclassy #customerservice
positive,"@united please do! She went above and beyond what she had to do, she made us her number one priority!"
positive,@united you guys are awesome! Thanks!
positive,0
positive,@united Anna Palm Springs gate 19  deserves a medal! Handled 30 ppl missing flights like a pro!
positive,@united  Great customer service again. Thanks!
positive,0
positive,0
positive,“@united: @BattierCCIpuppy We hope to see you on board soon and thanks for the tweet. ^EY” 👏👏
positive,0
positive,@united  4 reFlight Booking Problemss in last 2 days and each time united wait time was &lt;5 seconds! Kudos to you for excellent customer service!
positive,0
positive,@united that would be great - 1k us651621
positive,0
positive,@united Leaving soon. Thanks!
positive,0
positive,"@united got it right with the safety demonstration! Corporate but funny, reserved but NOT CORNY  as a… http://t.co/lwOtKIEKGU"
positive,0
positive,0
positive,"@united I'll stick with my United flight. Thanks, though. Effort is much appreciated."
positive,"@united Fair enough. I don't usually rant, but it's good to know someone's listening. :)"
positive,0
positive,“@united: @SonyaSloanMD Happy to have had you on board. Please share details here: http://t.co/2TrgEMteBZ ^KP” Done!
positive,@united we were able to get on the moon flight! Just got to our hotel in Puerto Rico! Thank you!
positive,0
positive,"@united I was well taken care of, thanks. I've already been sent a survey request &amp; I'll share my positive experience (despite delay)"
positive,0
positive,@united DM sent. Thanks so much for the strong customer service!!
positive,0
positive,@united So excited I was put on an earlier flight to get home! Woo Hoo! #travel 🎉🎉🎉
positive,@united perfect! Thank you!
positive,@united has the best pilots ever Thank you guys for the great trip #thatisall
positive,@united I will thank you!
positive,@united thanks for making sure they hear the message!
positive,@United  my home for the next 8.5 hrs. 777 GFC! :) http://t.co/MKpoGNntYC
positive,0
positive,"@united @perfectomobile I have to admit that not only the app is good but have lots of useful func (such the ""live"" seat map). Congrats"
positive,@united kind of cool to run into your boss man at SFO. http://t.co/bm9O2K5X5J
positive,@united Got a call. Bag is to be delivered tonight. Thanks for your reply!!
positive,@United Global First Class Lounge ORD menu. Yummy! http://t.co/egKvFoKogj
positive,@united pleasantly surprised with quality of service and flight.Flew LGA-CLE-DEN. Friendly crew. Love the concept of #byod #worksnicely
positive,0
positive,@united so sorry. I ended up on US Air flight. Thank you though for getting back to me:)
positive,@United  great way to start my vacation with an on time departure! Looking forward to my global first class suite!
positive,@united Thank you for responding so promptly! I look forward to the 240 kms drive to the office to file a claim.
positive,0
positive,@united You're welcome.
positive,@united flt 1583 EWR to SFO excellent service. Friendly flight attendants. made the 6AM flight a very good start to the day.
positive,@united Yes ! :D (Y) From @therealaviation on Instagram :)
positive,@united Joni did a great job on flight 5653 to LAX. Thanks for a great flight.
positive,@united So far so good. Just stepped down in Denver. Next Stop Portland!
positive,@united #OrthoDoc on-call to in-flight! Glad to have been of service!
positive,@united flight attendant regains karma by giving big sweaty dad cold water. Guy was running &amp; carrying his daughter.  Last one onboard.
positive,@united I just want shout out a thank the pilots and staff on the Feb 13 flight from Newark to Boston at 4:40pm.  They were super helpful!
positive,@united Keep the flights cheap and early/on time and you are good. Flew @AmericanAir  and Cancelled Flightled my flight 4 times last month. United&gt;
positive,@united message sent. Thank you!
positive,0
positive,0
positive,0
positive,@united Thank you!! 😊
positive,@united thanks for the quick reply! I just fill in the form #idnumber8569822 #hopetogetanswersoon
positive,@united that's fine. I'll take them.
positive,@united thank you! My second flight I already got bumped up to 1st! Love it!
positive,"@united all goods, I'll call tomorrow, thanks."
positive,@united OMG THANK U😻😻😻
positive,@united please give special thanks to Aaron in Tampa office for helping me for literally two hours! He's amazing. Mission accomplished!
positive,@united did I win :)
positive,@united flight to RSW tonight -me &amp;  twin 3 year olds. A pilot who was in row by me stayed to help me get the boys &amp; bags off. Lifesaver!!
positive,"@united yes, Thx! At 10:35 (landed at 9:20)."
positive,@united I forgot that Intl flights out of LAX don't go from Intl Terminal! Easiest re-check in ever! woo!
positive,"@united Okay, thank you for your help :)"
positive,0
positive,"@United is the best way to re-unite me with my one true love, shopping in USA's fashion capital #NewYork #unitedVUSA http://t.co/rBn7StUij1"
positive,"@united okay - thanks for your help, JT! I appreciate your time!"
positive,0
positive,0
positive,"@united Very good flight, thank you!"
positive,"@united yes #LHRT2 lounge is fantastic, if only the US ones could be remotely similar!"
positive,"@united Thanks, I will!"
positive,@united is officially my favorite airline. They have created magic for me all day!!! #friendlyskies #careyon
positive,"@united we had a wonderful flight attendant named Leah that was with us from lga to den, then den to anchorage!"
positive,@united I was protected on that flight by gate agent Kerry at LAS. She also did an excellent job getting me to my destination today. Thanks!
positive,"@united Your staff, both on deck and in the cabin on UA768 SFO -&gt; BOS were exceptional today. Please tell them well done :)"
positive,"@united landing in anchorage, then on our way to fairbanks! http://t.co/FjkvQMbmaS"
positive,0
positive,"@united 
I will admit, you've been rather good to me over the years.
You've still got me hooked.
(for now!)
Peace."
positive,@united it's kinda funny. No worries.
positive,0
positive,0
positive,"@united thanks for the re-upgrade to 1st class. It may be a 45 min flight, but it is appreciated."
positive,0
positive,"@united Honestly, I stopped trying to report things via website. Now I just laugh. Flights work. Miles accrue. I'm sure it's just cosmetic."
positive,"@united #1007 Houston-Bogota boarding again, safety first, it seems the mechanics fixed the problem faster, good energy to fly home/family"
positive,@united have reported it.  Still in Istanbul at the moment apparently.  On the other plane haha.  Hats off to the pilot!
positive,"@united hey awesome!  Thanks for the reply, will be filling the form out! @AmericanAir"
positive,"@united they are all -pilots, FA and ground personnel doing a great job. Weather is to blame... Who do I talk to about that :)"
positive,0
positive,"@united well, thanks for not charging me for switching my two Cancelled Flightled flights anyway. That was pretty nice. #stillmakingmepoorthough"
positive,@united well it IS John Hughes' birthday. But I will stick w the plane &amp; hold off on trains &amp; automobiles. Gate workers are doing well.
positive,@united thank you! Love united!! Have 4 flights today!
